,index,Date,Time,Location,Operator,Route,Flight#,Type,Registration,Serial#,Aboard,Fatalities,Ground,Summary
4875,4875,2002/07/27,12:45:00,"Lviv, Ukraine",Military - Ukraine Air Force,/,4938,Sukhoi Su-27,ZR-KUC,1804,2.0,0.0,85.0,The Su-76 was performing aerobatics when it crashed into crowd of spectators at an air show at Skniliv Airport in the Ukraine. The aircraft had just performed a steep turn when it appeared to tumble and enter a steep dive from which it failed to recover. The two pilots parachuted to safety.  Pilot error. The pilots ignored their flight plans and performed untried and complicated maneuvers which led to a loss of control. Both received a jail sentence of 14 years.
4876,4876,2002/07/28,15:25:00,"Moscow, Russia",Pulkovo Aviation Enterprise,Moscow - St. Petersburgh,8995,Iluyshin Il-86,LU-AUU,51483203027,16.0,14.0,0.0,"A Russian passenger airliner on a training flight crashed shortly after takeoff from Moscow's Sheremetyevo Airport. After reaching an altitude of about 600 ft., the plane banked hard left, hit the ground and exploded. Sixteen of 18 crewmembers aboard were killed. Two flight attendants survived. Investigation revealed that the stabilizer spontaneously shifted to the full down position two seconds after takeoff. Six seconds after the shift, the captain tried to compensate by thrusting the control stick forward as far as possible, but was unable to regain control of the aircraft."
4877,4877,2002/08/07,22:00:00,"Caguas, Puerto Rico",Military - U.S. Air Force,Roosevelt Roads NS - Borinquen NGB,3716,Lockheed MC-130H Hercules,TO-KXD,5265,10.0,10.0,0.0,"The military plane crashed into a mountain top, approximately 10 miles south of San Juan, Puerto Rico, in rough terrain, while performing low-level training exercises. Witnesses reported the aircraft was flying low and hit some trees before crashing into a ravine, bursting into flames and disintegrating. There was rain and fog at the time of the accident."
4878,4878,2002/08/15,12:35:00,"Kadjuduwa Watta, Sri Lanka",Military - Sri Lanka Air Force,/,6789,Yunshuji Y-8D,IJ-NLZ,070802,5.0,5.0,0.0,"The military plane developed engine trouble while en route, tried to return to the airport but crashed into a paddy field and was destroyed."
4879,4879,2002/08/19,0,"Khankala, Chechnya",Military - Russian Air Force,/,3821,Mil Mi-26,DS-EYY,2202,147.0,121.0,0.0,"The Russian transport helicopter, carrying troops, crashed at Russian military headquarter near the capital city of Grozny. Reporting an engine fire, the pilot attempted to make an emergency landing when the helicopter fell from a height of 660 feet and missed the tarmaby 990 feet, crashed and caught fire.  The helicopter was shot down by Chechen guerillas with a shoulder-launched heat-seeking anti-aircraft missile. The missile destroyed the helicopter's right engine and starting a fire on board. The left engine stopped at the same time. The entire hydraulicontrol system, including the system used to open the rear door was not working, as burning fuel gushed into the cabin trapping people inside. This is the worst helicopter disaster in aviation history."
4880,4880,2002/08/22,09:41:00,"Pokhara, Nepal",Shangri La Air,Jomsom - Pokhara,6458,de Havilland Canada DHC-6-300 Twin Otter,MI-GLW,726,18.0,18.0,0.0,The plane crashed into a hill 3 miles southeast of Pokhara Airport while on approach. The plane broke into several pieces and bodies and wreckage was scattered over a small area. There was poor weather in the area at the time of the accident.
4881,4881,2002/08/29,11:58:00,"Near Ayan, Russia",Vostok Aviakompania,Khabarovsk - Ayan,6220,Antonov AN-28,RS-AGI,1A-J008-19,16.0,16.0,0.0,The twin prop plane crashed into a cliff in dense fog as it prepared to land at Ayan. ATC lost contact with the aircraft 12 minutes before it was scheduled to land.  The crew made four attempts to land before disappearing off radar.
4882,4882,2002/08/30,13:08:00,"Lexington, Kentucky",Care Flight International,"Marco, Fl - Lexington, KY",5590,Learjet 25C,ON-OCW,25-073,5.0,1.0,0.0,"While attempting to land the air ambulance, the thrust reverser deployed lights did not illuminate, so the captain stowed the thrust reverse levers and activated them again with the same result. The captain then released and reapplied the brakes with no effect. The airplane then overran the runway and the right wing struck the ILS antennas and lighting. The plane came to rest and burst into flames. The captain's addition of forward thrust during the landing rollout, which resulted in a lack of braking effectiveness and a subsequent runway overrun. A factor was the captain's inability to deploy the thrust reversers for undetermined reasons."
4883,4883,2002/08/30,18:30:00,"Rio Branco, Brazil",Rico Taxi Aéreo,Cruzeiro do Sul - Tarauaca - Rio Branco,7905,Embraer 120ER Brasilia,RS-LCC,120043,31.0,23.0,0.0,The plane crashed about 1 mile short of the runway in heavy rain and strong winds while attempting to land at Rio Branco Airport. Congressman Ildefonso Cordeiro was among the victims.
4884,4884,2002/09/02,0,"Near Xichang, China",CAAC Air TraffiManagement Bureau,Survey,1077,Cessna 650 Citation VI,YH-XCN,650-0221,3.0,3.0,0.0,"The survey flight to check out the ILS on Runway 36 the plane circled for another approach and collided with a slope of a mountain at an altitude off 2,500 meters which was shrouded in clouds."
4885,4885,2002/09/04,09:00:00,"High Prarie, Alberta, Canada",Airco Charters - Air Taxi,"Edmond, Alberta - High Prarie, Alberta",6537,PA-34-220T Seneca III,KW-BVZ,34-8233048,2.0,2.0,0.0,"Crashed into a densly wooded area 7nm from its destination. For undetermined reasons, the aircraft descended below the minimum safe altitude as prescribed on the NDB 25 approach for High Prairie and struck the terrain."
4886,4886,2002/09/13,13:41:00,"Pucallpa, Peru",Aero Pantanal - Air Taxi,/,9895,Cessna U206G,EH-AEB,CU20606136,6.0,6.0,0.0,"Shortly after taking off, the pilot radioed a distress call saying he was losing altitude and was returning to the airport. Shortly thereafter, the plane crashed in a wooded area."
4887,4887,2002/09/14,0,"Paranapanema, Sao Paulo, Brazil",Total  Air Lines,Guarulhos - Londrina,4196,ATR 42-300,VL-QJA,026,2.0,2.0,0.0,"One hour after the takeoff , the the plane  disappeared of  Curitiba  ATC. The wreckage was found on a farm, around a crater. Unknown cause."
4888,4888,2002/09/28,11:35:00,"Near Natashquan, Quebec, Canada",Deraps Aviation,Lake de l'Avion - Agunish River,8350,de Havilland Canada DHC-3 Otter,ZL-JBG,279,4.0,3.0,0.0,"The hunting charter crashed inverted in a forest while attempting to land at Agunish River. Because of the geographiand weather conditions, the pilot probably had trouble judging his horizontal and vertical distance with respect to the mountain, and the aircraft crashed."
4889,4889,2002/10/01,0,"Vasco, India",Military - Indian Navy,Military exercises,5128,Ilyushin IL-38 / Ilyushin IL-38,QP-OEP,IL38002/IL38004,12.0,12.0,5.0,"The two Navy aircraft flying in formation in a military flyby, crashed, after their wings collided. One plane crashed into a house under construction while the other crashed onto a field next to a highway. Six crew members on each plane were killed along with 5 on the ground."
4890,4890,2002/10/07,09:10:00,"Santa Cruz do Sul, Brazil",American Virginia,/,9179,Learjet 60,ID-ILW,60-242,5.0,1.0,0.0,"The crew was not able to stop the plane on the rain-slick runway, overran the runway and collided with an obstacle."
4891,4891,2002/10/23,19:45:00,"Spanish Fort, Alabama",Mid-AtlantiFreight,Mobile - Mongomery,2306,Cessna 208B Cargomaster I,AI-NEW,208B-0775,1.0,1.0,0.0,"While en route the pilot of the cargo plane radioed was in an uncontrolled descent. The plane impacted the water in Big Bateau Bay. The pilot's spatial disorientation, which resulted in loss of airplane control. Contributing to the accident was the night instrument meteorological conditions with variable cloud layers"
4892,4892,2002/10/25,10:22:00,"Eveleth, Minnesota",Aviation Charter - Air Taxi,St. Paul - Eveleth,1650,Beechcraft King Air A100,SO-NYB,B-245,8.0,8.0,0.0,"The private charter flight crashed and burned in a wooded area 2 miles from Eveleth-Virginia Municipal Airport where it was scheduled to land. Weather was visibility 2 miles in freezing rain. Light snow and light fog. Minnesota Senator Paul Wellstone, 58, killed, along with his wife, daughter, three staff members and a crew of two. During the later stages of the approach, the flight crew failed to monitor the airplane's airspeed and allowed it to decrease to a dangerously low level and to remain below the recommended approach airspeed for about 50 seconds. The flight crew failed to recognize that a stall was imminent and allowed the airplane to enter a stall from which they did not recover. The  inadequate  airspeed  or  the  full  course deviation indicator needle deflection should have prompted the flight crew to execute a go-around; however, they failed to do so."
4893,4893,2002/11/06,10:10:00,"Near Niederanven, Luxembourg",Luxair,"Berlin, Germany - Luxembourg",5858,Fokker 50,IV-VKO,20221,22.0,20.0,0.0,The plane crashed 6 miles short of the runway at Findel Airport while attempting to land in heavy fog.  Indications are that the aircraft lost all power in both engines before crashing and catching fire.
4894,4894,2002/11/07,10:27:00,"Tarakan, Indonesia",Dirgantara Air Services,Tarakan - Long Bawan,3102,Britten-Norman BN-2A-21,LE-JNV,697,10.0,7.0,0.0,"Two minutes after taking off, the aircraft went down in a swamp, about 1 mile from Juwata airport. The pilot radioed he was returning to the airport because of an engine failure."
4895,4895,2002/11/08,14:58:00,"Taos, New Mexico",Richmor Aviation,"Las Vegas, NV - Taos, NM",5006,IAI 1124A Westwind,FP-FMD,384,2.0,2.0,0.0,"While on a positioning flight the plane entered an uncontrolled descent and crashed. The pilot's inadvertent flight into mountain wave weather conditions while IMC, resulting in a loss of aircraft control."
4896,4896,2002/11/11,06:09:00,"Manila, Philippines",Laoag International Airlines,Manila - Laoag,9039,Fokker F27 Friendship 100,BX-ZUE,10571,34.0,19.0,0.0,The plane experienced failure of the left engine shortly after taking off from Ninoy Aquino airport. The pilot declared and emergency and the aircraft ditched into Manila Bay and breaking up about one-half mile offshore. Fuel starvation. Failure of the pilot and co-pilot to check the fuel valve and failure to observe safety standards and measures.  Poor management and maintenance procedures.
4897,4897,2002/11/28,14:15:00,"Masai Mara Game Reserve, Kenya",Eagle Aviation,Ol Kiombo - Mombasa,1699,Let 410UVP-E20,UW-QWP,871812,20.0,1.0,0.0,The plane crashed after developing engine trouble while flying from one airstrip to another in the Masai Mara National Reserve. The copilot was the only fatality.
4898,4898,2002/12/09,11:41:00,"Mena, Arkansas",Raytheon Aircraft,"Wichita, KS - Mena, AR",4478,Beechcraft 1900C,RT-LDF,1990,3.0,3.0,0.0,Crashed into a mountain while attempting to land. In-flight collision with terrain due to the pilot's failure to maintain clearance and altitude above rapidly rising terrain while on a VFR approach. Contributing factors were the obscuration of the terrain due to clouds.
4899,4899,2002/12/13,0,"Gohu Airstrip, Papua New Guinea",Island Airways Ltd.,Gohu - Madang,7360,Britten-Norman BN-2A-26 Islander,PT-SDW,140,8.0,8.0,0.0,The aircraft flew into the side of a cliff during it's inaugural flight from Gohu Airstrip in the Finisterre Mountains.
4900,4900,2003/11/15,18:30:00,"Mosul, Iraq",Military - U.S. Army,/,9133,UH-60 Black Hawk / UH-60 Black Hawk,XO-ZMT,5970,22.0,17.0,0.0,A midair collision occurred between two Black Hawk helicopters. One helicopter was climbing to avoid gunfire when it's rotor struck the other.
4901,4901,2002/12/17,22:51:00,"Rockford, Illinois",Planemasters,Decatur - Rockford,6608,Cessna 208B Caravan I Super Cargomaster,AH-RFB,208B-0143,1.0,1.0,0.0,"While attempting to land, the cargo plane struck trees and crashed into a field. The pilot's failure to maintain control of the airplane during the ILS approach. Factors associated with the accident were the low ceilings, high winds, crosswind, and wind shear conditions that existed."
4902,4902,2002/12/21,01:52:00,"Off Pachao Tao, Taiwan",Transasia Airways,Taipei - Macau,9007,Aérospatiale/Aeritalia ATR-72-202,YW-SOF,322,2.0,2.0,0.0,"While en route the stall warning sounded, the crew of the cargo plane disconnected the autopilot and the plane began to descend until it impacted the ocean."
4903,4903,2002/12/23,19:30:00,"Near Isfanan, Iran",Aeromist-Kharkiv,"Kharkiv, Ukraine - Trabzon, Turkey - Isfanan, Iran",4164,Antonov AN-140,CL-OSZ,0204,44.0,44.0,0.0,"The Ukrainian passenger plane,  crashed in a mountainous area  70 km from Isfanan, after losing contact with ground controllers as it prepared to land. Improper use of the Global Positioning System by the pilot."
4904,4904,2002/12/25,01:00:00,"Off Manteo, North Carolina",Telford Aviation,Elizabeth City - Manteo,6472,Cessna 208B Caravan I,NO-NUL,208B-0392,1.0,1.0,0.0,"On a positioning flight, while on approach, the plane crashed into Croatan Sound. The pilot's continued descent below the minimum descent altitude, for undetermined reasons, while performing a NDB approach, resulting in the airplane crashing into water 1.5 miles from the airport. A factor in the accident was a cloud ceiling below the minimum descent altitude and low visibility."
